ResultID,RaceID,DriverID,TeamID,Pos,Points,Standings,LapTime
1181,61,12,FER,4,12,Finished,+43.998
1182,61,11,MER,5,10,Finished,+49.376
1183,61,21,FER,6,8,Finished,+50.221
1184,61,22,MER,7,6,Finished,+57.659
1185,61,25,AMR,8,4,Finished,+74.725
1186,61,24,ALP,9,2,Finished,+79.678
1187,61,8,ALP,10,1,Finished,+83.155
1188,61,40,AT,11,0,Finished,+1 Lap
1189,61,23,AT,12,0,Finished,+1 Lap
1190,61,27,SAU,13,0,Finished,+1 Lap
1191,61,13,HAS,14,0,Finished,+1 Lap
1192,61,15,HAS,15,0,Finished,+1 Lap
1193,61,1,WIL,NULL,0,DNF,NULL
1194,61,28,WIL,NULL,0,DNF,NULL
1195,61,26,AMR,NULL,0,DNF,NULL
1196,61,17,RBR,NULL,0,DNF,NULL
1197,61,18,SAU,NULL,0,DNF,NULL
1198,62,10,RBR,1,26,Finished,01:27:39.168
1199,62,19,MCL,2,18,Finished,+4.833
1200,62,16,MCL,3,15,Finished,+5.969
1201,62,22,MER,4,12,Finished,+34.119
1202,62,12,FER,5,10,Finished,+38.976
1203,62,25,AMR,6,8,Finished,+49.032
1204,62,24,ALP,7,6,Finished,+62.390
1205,62,18,SAU,8,4,Finished,+66.563
1206,62,27,SAU,9,2,Finished,+76.127
1207,62,17,RBR,10,1,Finished,+80.181
1208,62,26,AMR,11,0,Finished,+81.652
1209,62,8,ALP,12,0,Finished,+82.300
1210,62,1,WIL,13,0,Finished,+91.014
1211,62,15,HAS,14,0,Finished,+1 Lap
1212,62,23,AT,15,0,Finished,+1 Lap
1213,62,13,HAS,16,0,Finished,+1 Lap
1214,62,40,AT,17,0,Finished,+1 Lap
1215,62,28,WIL,NULL,0,DNF,NULL
1216,62,11,MER,NULL,0,DNF,NULL
1217,62,21,FER,NULL,0,DNS,NULL
1218,63,10,RBR,1,25,Finished,01:35:21.362
1219,63,16,MCL,2,18,Finished,+10.730
1220,63,21,FER,3,15,Finished,+15.134
1221,63,17,RBR,4,12,Finished,+18.460
1222,63,22,MER,5,10,Finished,+24.999
1223,63,8,ALP,6,8,Finished,+47.996
1224,63,26,AMR,7,6,Finished,+48.696
1225,63,23,AT,8,5,Finished,+74.385
1226,63,1,WIL,9,2,Finished,+86.714
1227,63,28,WIL,10,1,Finished,+87.998
1228,63,13,HAS,11,0,Finished,+89.904
1229,63,18,SAU,12,0,Finished,+98.601
1230,63,27,SAU,13,0,Finished,+1 Lap
1231,63,15,HAS,14,0,Finished,+1 Lap
1232,63,3,AT,15,0,Finished,+1 Lap
1233,63,25,AMR,NULL,0,DNF,NULL
1234,63,19,MCL,NULL,0,DNF,NULL
1235,63,24,ALP,NULL,0,DNF,NULL
1236,64,10,RBR,1,25,Finished,02:02:30.814
1237,64,11,MER,2,19,Finished,+13.875
1238,64,12,FER,3,15,Finished,+23.124
1239,64,21,FER,4,12,Finished,+27.154
1240,64,16,MCL,5,10,Finished,+33.266
1241,64,22,MER,6,8,Finished,+41.020
1242,64,3,AT,7,6,Finished,+41.570
1243,64,19,MCL,8,4,Finished,+43.104
1244,64,1,WIL,9,2,Finished,+48.573
1245,64,24,ALP,10,1,Finished,+62.879
1246,64,8,ALP,11,0,Finished,+66.208
1247,64,23,AT,12,0,Finished,+78.982
1248,64,13,HAS,13,0,Finished,+80.309
1249,64,27,SAU,14,0,Finished,+81.676
1250,64,18,SAU,15,0,Finished,+85.597
1251,64,28,WIL,16,0,DNF,NULL
1252,64,26,AMR,17,0,DNF,NULL
1253,64,25,AMR,NULL,0,DNF,NULL
1254,64,15,HAS,NULL,0,DNF,NULL
1255,64,17,RBR,NULL,0,DNF,NULL
1256,65,10,RBR,1,25,Finished,01:56:48.894
1257,65,16,MCL,2,19,Finished,+8.277
1258,65,25,AMR,3,15,Finished,+34.155
1259,65,17,RBR,4,12,Finished,+34.208
1260,65,26,AMR,5,10,Finished,+40.845
1261,65,21,FER,6,8,Finished,+50.188
1262,65,8,ALP,7,6,Finished,+56.093
1263,65,11,MER,8,4,Finished,+62.859
1264,65,23,AT,9,2,Finished,+69.880
1265,65,24,ALP,10,1,Finished,+1 Lap
1266,65,28,WIL,11,0,Finished,+1 Lap
1267,65,13,HAS,12,0,Finished,+1 Lap
1268,65,3,AT,13,0,Finished,+1 Lap
1269,65,19,MCL,14,0,Finished,+2 Laps
1270,65,22,MER,NULL,0,DNF,NULL
1271,65,18,SAU,NULL,0,DNF,NULL
1272,65,27,SAU,NULL,0,DNF,NULL
1273,65,15,HAS,NULL,0,DNF,NULL
1274,65,1,WIL,NULL,0,DNF,NULL
1275,65,12,FER,NULL,0,DNS,NULL
1276,66,10,RBR,1,25,Finished,01:29:08.289
1277,66,12,FER,2,18,Finished,+2.070
1278,66,17,RBR,3,15,Finished,+2.241
1279,66,24,ALP,4,12,Finished,+18.665
1280,66,26,AMR,5,10,Finished,+20.067
1281,66,21,FER,6,8,Finished,+20.834
1282,66,11,MER,7,6,Finished,+21.755
1283,66,22,MER,8,4,Finished,+23.091
1284,66,25,AMR,9,2,Finished,+25.964
1285,66,19,MCL,10,2,Finished,+29.496
1286,66,8,ALP,11,0,Finished,+34.270
1287,66,1,WIL,12,0,Finished,+43.398
1288,66,15,HAS,13,0,Finished,+44.825
1289,66,3,AT,14,0,Finished,+48.525
1290,66,27,SAU,15,0,Finished,+50.162
1291,66,28,WIL,16,0,Finished,+50.882
1292,66,18,SAU,17,0,Finished,+85.350
1293,66,23,AT,18,0,DNF,NULL
1294,66,13,HAS,19,0,DNF,NULL
1295,66,16,MCL,NULL,0,DNF,NULL
1296,67,10,RBR,1,26,Finished,01:27:02.624
1297,67,12,FER,2,18,Finished,+17.993
1298,67,22,MER,3,15,Finished,+20.328
1299,67,17,RBR,4,12,Finished,+21.453
1300,67,16,MCL,5,10,Finished,+24.284
1301,67,19,MCL,6,8,Finished,+31.487
1302,67,25,AMR,7,6,Finished,+39.512
1303,67,23,AT,8,4,Finished,+43.088
1304,67,11,MER,9,2,Finished,+44.424
1305,67,26,AMR,10,1,Finished,+55.632
1306,67,3,AT,11,0,Finished,+56.229
1307,67,24,ALP,12,0,Finished,+66.373
1308,67,8,ALP,13,0,Finished,+70.360
1309,67,1,WIL,14,0,Finished,+73.184
1310,67,13,HAS,15,0,Finished,+83.696
1311,67,28,WIL,16,0,Finished,+87.791
1312,67,27,SAU,17,0,Finished,+89.422
1313,67,21,FER,18,0,DNF,NULL
1314,67,18,SAU,19,0,Finished,+1 Lap
1315,67,15,HAS,20,0,Finished,+1 Lap
1316,68,10,RBR,1,26,Finished,01:31:44.742
1317,68,17,RBR,2,18,Finished,+22.457
1318,68,21,FER,3,15,Finished,+25.110
1319,68,12,FER,4,12,Finished,+39.669
1320,68,22,MER,5,10,Finished,+46.788
1321,68,16,MCL,6,8,Finished,+48.458
1322,68,11,MER,7,6,Finished,+50.324
1323,68,19,MCL,8,4,Finished,+56.082
1324,68,25,AMR,9,2,Finished,+74.887
1325,68,26,AMR,10,1,Finished,+93.216
1326,68,27,SAU,11,0,Finished,+1 Lap
1327,68,15,HAS,12,0,Finished,+1 Lap
1328,68,3,AT,13,0,Finished,+1 Lap
1329,68,23,AT,14,0,Finished,+1 Lap
1330,68,1,WIL,15,0,Finished,+1 Lap
1331,68,13,HAS,16,0,Finished,+1 Lap
1332,68,24,ALP,17,0,Finished,+1 Lap
1333,68,8,ALP,18,0,Finished,+1 Lap
1334,68,18,SAU,19,0,Finished,+1 Lap
1335,68,28,WIL,20,0,Finished,+2 Laps
1336,69,10,RBR,1,25,Finished,01:20:43.273
1337,69,17,RBR,2,18,Finished,+13.643
1338,69,12,FER,3,16,Finished,+18.639
1339,69,19,MCL,4,12,Finished,+32.007
1340,69,25,AMR,5,10,Finished,+35.759
1341,69,22,MER,6,8,Finished,+39.936
1342,69,39,FER,7,6,Finished,+42.679
1343,69,16,MCL,8,4,Finished,+45.708
1344,69,11,MER,9,2,Finished,+47.391
1345,69,13,HAS,10,1,Finished,+76.996
1346,69,1,WIL,11,0,Finished,+88.354
1347,69,15,HAS,12,0,Finished,+105.737
1348,69,24,ALP,13,0,Finished,+1 Lap
1349,69,28,WIL,14,0,Finished,+1 Lap
1350,69,23,AT,15,0,Finished,+1 Lap
1351,69,3,AT,16,0,Finished,+1 Lap
1352,69,18,SAU,17,0,Finished,+1 Lap
1353,69,27,SAU,18,0,Finished,+1 Lap
1354,69,26,AMR,NULL,0,DNF,NULL
1355,69,8,ALP,NULL,0,DNF,NULL
1356,70,21,FER,1,25,Finished,01:20:26.843
1357,70,12,FER,2,19,Finished,+2.366
1358,70,16,MCL,3,15,Finished,+5.904
1359,70,19,MCL,4,12,Finished,+35.770
1360,70,17,RBR,5,10,Finished,+56.309
1361,70,26,AMR,6,8,Finished,+93.222
1362,70,23,AT,7,6,Finished,+95.601
1363,70,25,AMR,8,4,Finished,+100.992
1364,70,13,HAS,9,2,Finished,+104.553
1365,70,15,HAS,10,1,Finished,+1 Lap
1366,70,1,WIL,11,0,Finished,+1 Lap
1367,70,3,AT,12,0,Finished,+1 Lap
1368,70,8,ALP,13,0,Finished,+1 Lap
1369,70,18,SAU,14,0,Finished,+1 Lap
1370,70,27,SAU,15,0,Finished,+1 Lap
1371,70,24,ALP,16,0,Finished,+1 Lap
1372,70,22,MER,NULL,0,DNF,NULL
1373,70,11,MER,NULL,0,DNF,NULL
1374,70,10,RBR,NULL,0,DNF,NULL
1375,71,10,RBR,1,26,Finished,01:54:23.566
1376,71,17,RBR,2,18,Finished,+12.535
1377,71,21,FER,3,15,Finished,+20.866
1378,71,12,FER,4,12,Finished,+26.522
1379,71,16,MCL,5,10,Finished,+29.700
1380,71,25,AMR,6,8,Finished,+44.272
1381,71,22,MER,7,6,Finished,+45.951
1382,71,19,MCL,8,4,Finished,+47.525
1383,71,11,MER,9,2,Finished,+48.626
1384,71,23,AT,10,1,Finished,+1 Lap
1385,71,13,HAS,11,0,Finished,+1 Lap
1386,71,26,AMR,12,0,Finished,+1 Lap
1387,71,15,HAS,13,0,Finished,+1 Lap
1388,71,18,SAU,14,0,Finished,+1 Lap
1389,71,24,ALP,15,0,Finished,+1 Lap
1390,71,8,ALP,16,0,Finished,+1 Lap
1391,71,28,WIL,17,0,Finished,+1 Lap
1392,71,27,SAU,NULL,0,DNF,NULL
1393,71,3,AT,NULL,0,DNF,NULL
1394,71,1,WIL,NULL,0,DNF,NULL
1395,72,10,RBR,1,25,Finished,01:40:52.554
1396,72,16,MCL,2,18,Finished,+13.773
1397,72,17,RBR,3,15,Finished,+19.160
1398,72,12,FER,4,12,Finished,+23.623
1399,72,21,FER,5,10,Finished,+33.983
1400,72,22,MER,6,8,Finished,+38.724
1401,72,25,AMR,7,7,Finished,+43.414
1402,72,19,MCL,8,4,Finished,+56.198
1403,72,11,MER,9,2,Finished,+57.986
1404,72,13,HAS,10,1,Finished,+60.476
1405,72,24,ALP,11,0,Finished,+62.812
1406,72,1,WIL,12,0,Finished,+65.506
1407,72,8,ALP,13,0,Finished,+69.223
1408,72,27,SAU,14,0,Finished,+71.689
1409,72,26,AMR,15,0,Finished,+82.786
1410,72,15,HAS,16,0,Finished,+87.533
1411,72,28,WIL,17,0,Finished,+95.110
1412,72,3,AT,NULL,0,DNF,NULL
1413,72,23,AT,NULL,0,DNF,NULL
1414,72,18,SAU,NULL,0,DNF,NULL
1415,73,16,MCL,1,25,Finished,01:30:49.876
1416,73,10,RBR,2,18,Finished,+7.612
1417,73,12,FER,3,15,Finished,+9.920
1418,73,17,RBR,4,12,Finished,+14.650
1419,73,21,FER,5,10,Finished,+16.407
1420,73,11,MER,6,8,Finished,+16.585
1421,73,23,AT,7,6,Finished,+26.185
1422,73,22,MER,8,4,Finished,+34.789
1423,73,25,AMR,9,2,Finished,+37.107
1424,73,24,ALP,10,1,Finished,+39.746
1425,73,13,HAS,11,0,Finished,+40.789
1426,73,8,ALP,12,0,Finished,+44.958
1427,73,19,MCL,13,0,Finished,+49.756
1428,73,27,SAU,14,0,Finished,+49.979
1429,73,3,AT,15,0,Finished,+50.956
1430,73,18,SAU,16,0,Finished,+52.356
1431,73,26,AMR,17,0,Finished,+55.173
1432,73,1,WIL,18,0,Finished,+76.091
1433,73,15,HAS,19,0,Finished,+84.683
1434,73,28,WIL,NULL,0,DNF,NULL
1435,74,10,RBR,1,25,Finished,01:25:25.252
1436,74,16,MCL,2,18,Finished,+0.725
1437,74,12,FER,3,15,Finished,+7.916
1438,74,19,MCL,4,12,Finished,+14.132
1439,74,21,FER,5,10,Finished,+22.325
1440,74,11,MER,6,8,Finished,+35.104
1441,74,22,MER,7,7,Finished,+47.154
1442,74,17,RBR,8,4,Finished,+54.776
1443,74,26,AMR,9,2,Finished,+79.556
1444,74,23,AT,10,1,Finished,+1 Lap
1445,74,13,HAS,11,0,Finished,+1 Lap
1446,74,15,HAS,12,0,Finished,+1 Lap
1447,74,3,AT,13,0,Finished,+1 Lap
1448,74,24,ALP,14,0,Finished,+1 Lap
1449,74,27,SAU,15,0,Finished,+1 Lap
1450,74,8,ALP,16,0,Finished,+1 Lap
1451,74,28,WIL,17,0,Finished,+1 Lap
1452,74,18,SAU,18,0,Finished,+1 Lap
1453,74,25,AMR,19,0,Finished,+1 Lap
1454,74,1,WIL,NULL,0,DNF,NULL
1455,75,12,FER,1,25,Finished,02:23:15.554
1456,75,19,MCL,2,18,Finished,+7.152
1457,75,21,FER,3,15,Finished,+7.585
1458,75,16,MCL,4,12,Finished,+8.650
1459,75,22,MER,5,10,Finished,+13.309
1460,75,10,RBR,6,8,Finished,+13.853
1461,75,11,MER,7,7,Finished,+14.908
1462,75,23,AT,8,4,Finished,+1 Lap
1463,75,1,WIL,9,2,Finished,+1 Lap
1464,75,8,ALP,10,1,Finished,+1 Lap
1465,75,25,AMR,11,0,Finished,+2 Laps
1466,75,3,AT,12,0,Finished,+2 Laps
1467,75,18,SAU,13,0,Finished,+2 Laps
1468,75,26,AMR,14,0,Finished,+2 Laps
1469,75,28,WIL,15,0,Finished,+2 Laps
